location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Cuauhtémoc, Distrito Federal",,"N O C R É D I T O S INMUEBLE EN ¨REMATE BANCARIO¨¡ ¡ ¡ PROPIEDADES MUY POR DEBAJO DE SU VALOR COMERCIAL, OPORTUNIDAD UNICA PARA INVERTIR ! ! !Inmueble cerca de escuelas, hospitales, centros comerciales, establecimientos de comida, bancos.Qué es un inmueble de REMATE BANCARIO?Inmuebles que los bancos venden a unbajo costo por ser catalogados como cartera vencida. El banco busca recuperar su inversión y vende los inmuebles a un costo de remate o recuperación.BENEFICIO AL ADQUIRIR UNA PROPIEDAD DE REMATE BANCARIO:- ¡Entrega garantizada bajo CONTRATO¡ En un lapso de 8 a 14 meses.- La seguridad de una empresa seria con valores, principios éticos y laborales con experiencia en REMATES BANCARIOS.- Abogados capacitados para poder brindarte la mejor atención y servicio en tu trámite.Condiciones de COMPRA: NO SE ACEPTAN CRÉDITOS DE NINGÚN TIPO, SOLO PAGO DE CONTADO.LA DEVOLUCIÓN TOTAL DE TU INVERSIÓN, SIN PENALIZACIÓN EN CASO DE NO PODER CONTINUAR CON EL TRÁMITE...DOCUMENTACION LEGAL QUE AVALA NUESTRO SERVICIO.ANÍMATE A INVERTIR EN UN INMUEBLE CON UN PRECIO MUY POR DEBAJO DE SU VALOR COMERCIAL¡ ¡ CONTÁCTAME YA Y AGENDA TU CITA ! ! ANA MARTINEZ 5633086280",Consultores Patrimoniales,19.4112706,-99.1633664,12,4.081349206,2,1,2,90,1105470,12283,Calle Coahuila,Centro Urbano Benito Juárez,6700
"Querétaro, Roma Norte, Cuauhtémoc, Distrito Federal",Querétaro,"Estrene precioso departamento con acabados de lujo, 160 m2, cocina equipada con área de lavado, 3 recámaras, 3 baños, servicios integrados, vigilancia 24 horas, jardín común, salón de usos múltiples, jacuzzi, gimnasio, elevador, en tercer piso. EasyBroker ID: EB-CY4559",Organizacion Serrano,19.4148447,-99.1602414,270,6,3,2,3,160,8781000,54881.25,Avenida Querétaro,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Casa Roma 315:Es un atractivo proyecto ubicadoen una de las zonas que se destacan por su ricaherencia cultural.lleno de historias y leyendas con los mejoresescenarios para vivir.Encontrarás exclusivos departamentos con detalles en cada lugar, crearán contrastes únicos yelegantes que volverán a este residencial tu lugarideal para vivir.Nuestra mayor satisfacción es tu seguridad, es porello que la arquitectura del desarrollo estáconcebida para garantizar al máximo tutranquilidad, edificada sobre una estructura deconcreto armado, espacios bien planeados y buena distribución en cada una de sus áreas.*Departamento en venta de 111m2, cuenta con 3 recamaras, 2 baños completos, 2 lugares de estacionamiento, cocina equipada y área de lavado.*Amenidades:-Alberca-Yoga-Juegos Infantiles-Áreas verdes-Jardín de eventos-Casa Club-Gimnasio-Coffee Bar-Business Center*PRECIOS Y DISPONIBILIDAD SUJETAS A CAMBIOS SIN PREVIO AVISO. EasyBroker ID: EB-FW9762",Eduardomarcelohernandezlopez,19.4059284,-99.16506,300,5,2,2,3,111,6870000,61891.89189,Avenida Baja California,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Casa Roma 315:Es un atractivo proyecto ubicadoen una de las zonas que se destacan por su ricaherencia cultural.lleno de historias y leyendas con los mejoresescenarios para vivir.Encontrarás exclusivos departamentos con detalles en cada lugar, crearán contrastes únicos yelegantes que volverán a este residencial tu lugarideal para vivir.Nuestra mayor satisfacción es tu seguridad, es porello que la arquitectura del desarrollo estáconcebida para garantizar al máximo tutranquilidad, edificada sobre una estructura deconcreto armado, espacios bien planeados y buena distribución en cada una de sus áreas.*Departamento en venta de 222m2, cuenta con 3 recamaras, 2 baños completos, 2 lugares de estacionamiento, cocina equipada y área de lavado.*Amenidades:-Alberca-Yoga-Juegos Infantiles-Áreas verdes-Jardín de eventos-Casa Club-Gimnasio-Coffee Bar-Business Center*PRECIOS Y DISPONIBILIDAD SUJETAS A CAMBIOS SIN PREVIO AVISO. EasyBroker ID: EB-FW9786",Eduardomarcelohernandezlopez,19.4059284,-99.16506,300,5,2,2,3,222,11550000,52027.02703,Avenida Baja California,Colonia Roma Sur,6760
"Pomona45, Roma Norte, Cuauhtémoc, Distrito Federal",Pomona45,"Nocnok ID: MX21-KM1355. EXCELENTE OPORTUNIDAD DE AHORRO, PROPIEDAD UBICADA CERCA DE CENTROS COMERCIALES, ESCUELAS, HOSPITALES Y FÁCIL ACCESO A PRINCIPALES VÍAS DE COMUNICACIÓN, TODOS NUESTROS INMUEBLES SE ENCUENTRAN ENTRE EL 30-70% DEBAJO DE SU VALOR COMERCIAL.SOMOS LA EMPRESA LÍDER EN MÉXICO EN OPERACIONES DE ESTE TIPO.PARA MAYOR INFORMACIÓN, AGENDA UNA CITA.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Círculo Inmobiliario,19.421126,-99.162892,41,4.081349206,2,1,2,75,989670,13195.6,Pomona,Colonia Roma Norte,6700
"Cordoba48, Roma Norte, Cuauhtémoc, Distrito Federal",Cordoba48,"Nocnok ID: MX21-KM1332. EXCELENTE OPORTUNIDAD DE AHORRO, PROPIEDAD UBICADA CERCA DE CENTROS COMERCIALES, ESCUELAS, HOSPITALES Y FÁCIL ACCESO A PRINCIPALES VÍAS DE COMUNICACIÓN, TODOS NUESTROS INMUEBLES SE ENCUENTRAN ENTRE EL 30-70% DEBAJO DE SU VALOR COMERCIAL.SOMOS LA EMPRESA LÍDER EN MÉXICO EN OPERACIONES DE ESTE TIPO.PARA MAYOR INFORMACIÓN, AGENDA UNA CITA.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Círculo Inmobiliario,19.422147,-99.159086,41,4.081349206,2,1,3,100,1750667,17506.67,Calle Córdoba,Colonia Juárez,6700
"Cuauhtémoc, Distrito Federal",,"! EXCELENTE OPORTUNIDAD ¡           ***REMATE BANCARIO***Adquiera propiedad con un descuento del 40 al 60% de su valor comercial.departamento con un valor comercial de $3,500,000 y por remate se vende en $2,120,000            *** EL PAGO ES EN DOS EXHIBICIONES**         *** NO CRÉDITOS HIPOTECARIOS NI DE NINGÚN TIPO******SOLO RECURSOS PROPIOS***No deje pasar la oportunidad para obtener una propiedad en una de las mejores zonas de la ciudad de México.Su inversión esta garantizada con contratoy se entrega libre de gravamen con escrituras ante notario público.Si desea más información llame hoy mismo y no se pierda esta gran oportunidad, agende una cita en nuestras oficinas donde con gusto lo atenderemos.",Consultores Patrimoniales,19.4356338,-99.1495107,90,4.081349206,2,1,2,65,2120000,32615.38462,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Lindo Departamento de excelente ubicación sobre la calle Colima en la Colonia Roma Norte. El departamento consta de 2 recamaras, 2 baños, cuarto de lavado y 1 puesto de estacionamiento, todo esto en acabados de lujo.ademas de roof garden privado de 76 mts. Rent-A-House.Mexico",Rent A House Cdmx,19.4356338,-99.1495107,12,4.081349206,2,1,2,167,8250004,49401.22156,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamentos disponibles en residencial a estrenar en la Roma Norte. Zona reconocida por combinar a la perfección lo residencial con cafes, restaurantes y ser ideal para quien disfruta de vistas arboladas, ambiente bohemio y caminar diariamente para resolver asuntos del día a día. Son 73.58 m2 interiores con un balcón de 7.35 m2. Incluye bodega. Rent-A-House.México",Rent A House Cdmx,19.4356338,-99.1495107,12,4.081349206,2,2,2,90,5950004,66111.15556,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Ref: NEX-3167 Un desarrollo ubicado en una de las colonias más populares de la CDMX por su entretenimiento y servicios. El departamento de este complejo es cálidos, elegante y sencillo a su vez. Cuenta con 2 recámaras, 2 baños, área de servicios, cocina equipada y áreas comunes con un diseño que te harán sentir en casa de inmediato. En Neximo somos asesores profesionales en Bienes Raíces, especialistas en hacer que tu experiencia de inversión patrimonial (venta, renta o compra) sea confiable, rentable y fácil de hacer realidad. Contáctenos, conoce todos los detalles y agenda una cita para ver personalmente todo lo que la propiedad tiene para ofrecerte. Si necesitas un crédito Hipotecario, coméntanos y te daremos asesoría 100 % gratuita y sin compromiso  ¡PRECIO Y DISPONIBILIDAD SUJETO A CAMBIO SIN PREVIO AVISO!  NEXIMOINMOBILIARIADIGITAL",Neximo,19.4132856,-99.1655449,31,4.081349206,2,1,2,89,5775000,64887.64045,Calle San Luis Potosí,Colonia Roma Norte,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Ref: NEX-3069 Un departamento que expresa lujo y comodidad. Ubicado en Roma Norte, colindando con Insurgentes y Monterrey y rodeado de los mejores lugares de esta colonia. Guanajuato 238 representa un estilo de vida único gracias a su diseño y a la frescura integrado por 2 recámaras, una terraza y cálidas áreas comunes. Para recibir más información o visitar la propiedad, contacta al asesor. NEXIMOINMOBILIARIADIGITAL",Neximo,19.4160023,-99.1651024,31,4.081349206,2,2,2,194,9350000,48195.87629,Avenida Insurgentes Sur,Colonia Roma Norte,6700
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LR0703. Son solo 7 departamentos enTodo el desarrollo.El departamento consta de 143m2 habitables, 143m2 Roof Garden, dando un total de 286m2.Cuentan con sala comedorcocina equipada, área de lavado3 recamaras, recamara principalcon vestidor y baño completo,tiene un segundo bañopara recamaras secundariasY visitas.Dos lugares deestacionamiento totalmenteIndependientes.Roof garden privadoAcabados mármol en baños ycocina, madera de ingenieríaY barra de granito.Anímate a conocerlo, agenda tu citaFOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,3,286,9990000,34930.06993,Calle Quintana Roo,Colonia Roma Sur,6760
"Colonia Roma, Roma, Monterrey, Nuevo León",Colonia Roma,"      Departamentos en Pre-Venta en Zona Tec.Paragon es un desarrollo de usos mixtos que cuenta con 34 departamentos, 18 locales comerciales y área exclusiva de oficinas, dentro de Distrito Tec, con precios desde $4,084,722 pesos hasta $7,567,295 pesos.Rodeado de hospitales, parques, centros comerciales, restaurantes y supermercados.Zona de inversión con alta plusvalía.4 recámaras.2 baños completos.Home-Office.Clóset de lavandería.Sala.Cocina.Barra comedor.Terraza.Hay 13 modelos de departamento incluidos lock offs, y algunos con terraza.Otras amenidades.Gimnasio.Asadores.Lobby.Cine exterior.Bar.Salón de eventos.Paquetería.área de coworking.Pet zone.Fogatero.Terraza social.Seguridad 24/7.Estacionamiento subterráneo.Elevador.Servicio de administración de rentas.Contáctanos*Los precios son variables acorde al tipo de departamento y sus dimensiones.*Valida actualización de precios con tu asesor  Realty World Rokali - Formamos parte de la red de oficinas Realty World México, empresa líder en el sector inmobiliario. Expertos en inmuebles",Realtyworld Rokali,25.6536914,-100.2981178,60,4.081349206,2,1,4,95,5133800,54040,Calle Palestina,Roma,64700
"Iguala, Roma Sur, Cuauhtémoc, Distrito Federal",Iguala,"Estrene precioso PH con finos acabados, cocina equipada con área de lavado, 3 recámaras amplias, 3 baños completos, 3 estacionamientos, lindo roof garden de 123.84 m2, elevador, seguridad 24 horas. EasyBroker ID: EB-CX4386",Organizacion Serrano,19.4019788,-99.1674782,270,6,3,3,3,140,10105450,72181.78571,Calle Iguala,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Casa Roma 315:Es un atractivo proyecto ubicadoen una de las zonas que se destacan por su ricaherencia cultural.lleno de historias y leyendas con los mejoresescenarios para vivir.Encontrarás exclusivos departamentos con detalles en cada lugar, crearán contrastes únicos yelegantes que volverán a este residencial tu lugarideal para vivir.Nuestra mayor satisfacción es tu seguridad, es porello que la arquitectura del desarrollo estáconcebida para garantizar al máximo tutranquilidad, edificada sobre una estructura deconcreto armado, espacios bien planeados y buena distribución en cada una de sus áreas.*Departamento en venta de 112m2, cuenta con 3 recamaras, 2 baños completos, 2 lugares de estacionamiento, cocina equipada y área de lavado.*Amenidades:-Alberca-Yoga-Juegos Infantiles-Áreas verdes-Jardín de eventos-Casa Club-Gimnasio-Coffee Bar-Business Center*PRECIOS Y DISPONIBILIDAD SUJETAS A CAMBIOS SIN PREVIO AVISO. EasyBroker ID: EB-FW9780",Eduardomarcelohernandezlopez,19.4059284,-99.16506,300,5,2,2,3,112,7000000,62500,Avenida Baja California,Colonia Roma Sur,6760
"Medellín210, Roma Norte, Cuauhtémoc, Distrito Federal",Medellín210,"Nocnok ID: MX20-JM0327. ¡NUEVA OPORTUNIDAD entre 30% y 70% de descuento!No aplica ningún crédito Se encuentra cerca de centros comerciales, vías de acceso, restaurantes¡Entrega GAREANTIZADA!Para mayor información Agenda tu cita en nuestra oficina, asesoría GRATUITAFavor de comunicarse al teléfono 5554485120ATADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Acreedores X Ti,19.4114785,-99.1643187,300,4.081349206,2,1,2,68,1300259,19121.45588,Calle Tapachula,Centro Urbano Benito Juárez,6700
"Nayarit, Roma Sur, Cuauhtémoc, Distrito Federal",Nayarit,"Ubicado en el sur de la colonia Roma, rodeado de una singular diversidad cultural y artística; un sin fin actividades, esparcimiento y una oferta culinaria que incluye las propuestas más representativas de la nueva cocina de la Ciudad de México. Un lugar donde la arquitectura de principios del siglo pasado, convive en armonía con las nuevas tendencias vanguardistas. Una zona ecléctica, para ser caminada, explorar con calma cada rincón, cada plaza, cada bulevar y disfrutar del estilo de vida cosmopolita que la distingue.Planta Baja , interior . 77.94 m2Disponible También PH 2 -122.26m2Esquema de Pago:Apartado $ 20,000Enganche 20%Escritura 80%Llama ahora y agenda tu cita para conocerlo . EasyBroker ID: EB-GF0792",Luxuryhabitatmx,19.4100273,-99.161073,90,4,2,1,2,77,4700000,61038.96104,Calle Nayarit,Centro Urbano Benito Juárez,6760
"Luis Elizondo, Roma Privada, Monterrey, Nuevo León",Luis Elizondo,"3648345 MSTEnganche del 30% con financiamiento a 24 meses con un 10% de SeparacionDiferentes planes y propuestas de InversionExcelente Desarrollo de Usos Mixtos Buscando Recrear un Ambiente Neoyorquino. de ambientes Vintage y que represente un Icono en la ciudad por su diseño arquitectonico.Ubicado en zona Tec, sobre Av. Luis Elizondo, está compuesto de 18 Departamentos 6 Town Houses y 7 Locales Comerciales.Sala - Comedor de muy buen tamañoCocinaLavanderiaRecamara Principal con Walkin ClosetDos recamaras secundarias comparten bañoUn cajon de Estacionamiento y la posibilidad de comprar un segundo  Listos para el tercer trimestre del 202230% de Enganche a completar en la fecha de entregaExtraordinaria oportunidad de InversionLos Departamentos mas amplios de la zona, todos cuentan con 3 RecamarasAreas verdes dentro del complejo EasyBroker ID: EB-IU9974",Horacio Zamarripa Rivas,25.6426097,-100.3024323,150,2,2,1,2,118,5009481,42453.22881,Calle Río Nazas,,64750
"Medellín210, Roma Norte, Cuauhtémoc, Distrito Federal",Medellín210,"Nocnok ID: MX21-JY7712. Gran oportunidad de invertir en tu patrimonio, con un 30% hasta un 70% de descuento.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Glb Patrimonial,19.411479,-99.164319,12,4.081349206,2,1,2,68,634217,9326.720588,Calle Tapachula,Centro Urbano Benito Juárez,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Departamento en proyecto de excelente ubicación sobre la calle Colima en la Colonia Roma Norte. El departamento consta de 2 recamaras, 2.5 baños, cuarto de lavado y dos puestos de estacionamiento, todo esto en acabados de lujo. Entre las amenidades cuenta con roof garden comun, asador. Rent-A-House.Mexico",Rent A House Cdmx,19.4356338,-99.1495107,12,4.081349206,3,2,3,162,10249474,63268.35802,Avenida Paseo de la Reforma Norte,Colonia Tabacalera,6040
"Aguascalientes  60, Roma Sur, Cuauhtémoc, Distrito Federal",Aguascalientes  60,"Proyecto de nueve departamentos con acabados de primer nivel,pared enladrillada ,rustica,piso de ingenieria, bonitos acabados con piso de porcelanato en cocina y baño.",Aire Y Acero Inmobiliaria,19.4058243,-99.1628061,39,4.081349206,2,1,2,143,9859115,68944.86014,Calle Quintana Roo,Colonia Roma Sur,6760
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LR0701. Son solo 7 departamentos enTodo el desarrollo.El departamento consta de 128m2 habitables,Cuentan con sala comedorcocina equipada, área de lavado3 recamaras, recamara principalcon vestidor y baño completo,tiene un segundo bañopara recamaras secundariasY visitas.Dos lugares deestacionamiento totalmenteIndependientes.Acabados mármol en baños ycocina, madera de ingenieríaY barra de granito.Anímate a conocerlo, agenda tu citaFOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,3,128,6990000,54609.375,Calle Quintana Roo,Colonia Roma Sur,6760
"Linares, Roma Sur, Cuauhtémoc, Distrito Federal",Linares,"Linares 37Estrena de depa en La Roma Sur TIPO C$6,643,287.00Habitable 93m2 +86m2 de Rooftop2 recamaras 2 Baños 2 cajones de estacionamiento Centro de LavadoRooftop Privado Edificio de 3 Nivelesaltura de 3.2 mts Seguridad estructural de acuerdo al nuevo reglamento de la CDMX Pisos de duela de madera de 2cmx sobre bastidor de de 5cm separados del suelo y con opción a personalizar EasyBroker ID: EB-IR8576",Tucasahoy ,19.4054217,-99.1602247,150,4,2,2,2,179,6643287,37113.3352,Calle Linares,Colonia Roma Sur,6760
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Roma Privada,"3648340 MST(MST)Excelente Desarrollo de Usos Mixtos Buscando Recrear un Ambiente Neoyorquino. de ambientes Vintage y que represente un Icono en la ciudad por su diseño arquitectonico.Ubicado en zona Tec, sobre Av. Luis Elizondo, está compuesto de 18 Departamentos 6 Town Houses y 7 Locales Comerciales.Sala - Comedor de muy buen tamañoCocinaLavanderiaRecamara Principal con Walkin ClosetDos recamaras secundarias comparten bañoUn cajon de Estacionamiento y la posibilidad de comprar un segundo  Listos para el tercer trimestre del 202230% de Enganche a completar en la fecha de entregaExtraordinaria oportunidad de InversionLos Departamentos mas amplios de la zona, todos cuentan con 3 RecamarasAreas verdes dentro del complejo EasyBroker ID: EB-HQ7271",Horacio Zamarripa Rivas,25.6443125,-100.2989282,270,2,2,1,2,112,4745388,42369.53571,Privada Luis Elizondo,Privada Roma,64700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Casa Roma 315:Es un atractivo proyecto ubicadoen una de las zonas que se destacan por su ricaherencia cultural.lleno de historias y leyendas con los mejoresescenarios para vivir.Encontrarás exclusivos departamentos con detalles en cada lugar, crearán contrastes únicos yelegantes que volverán a este residencial tu lugarideal para vivir.Nuestra mayor satisfacción es tu seguridad, es porello que la arquitectura del desarrollo estáconcebida para garantizar al máximo tutranquilidad, edificada sobre una estructura deconcreto armado, espacios bien planeados y buena distribución en cada una de sus áreas.*Departamento en venta de 163m2, cuenta con 3 recamaras, 2 baños completos, 2 lugares de estacionamiento, cocina equipada y área de lavado.*Amenidades:-Alberca-Yoga-Juegos Infantiles-Áreas verdes-Jardín de eventos-Casa Club-Gimnasio-Coffee Bar-Business Center*PRECIOS Y DISPONIBILIDAD SUJETAS A CAMBIOS SIN PREVIO AVISO. EasyBroker ID: EB-FW9799",Eduardomarcelohernandezlopez,19.4019284,-99.16906,300,5,2,2,3,163,10200000,62576.68712,Calle Hermosillo,Colonia Roma Sur,6760
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LX6312. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisCon ocho departamentos que van desde los 64m hasta los 90m, todos ellos con espacios privados.El conjunto se desarrolla en una esquina con amplias terrazas y luminoso patio interior. En planta baja 2 comercios de 58.82 m2 y 24.39 m2El departamento consta de63m2 habitables10m2 balcón73m2 totalesPRECIO DE VENTA 4,440,632Consta de sala, comedor, cocina completa,2 recamaras, 2 baños, balcón.NO TIENE ESTACIONAMIENTOUn lugar increíble para vivirAgenda tu citaFOTOS ILUSTRATIVAS.LOS PRECIOS Y DISPONIBILIDAD ESTÁN SUJETAS A CAMBIOS SIN PREVIO AVISO.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,63,4440632,70486.22222,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Roma Sursn,"Nocnok ID: MX21-LS5186. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisEl departamento consta71m2 habitables10m2 balcón81m2 totalesCuenta conSalacomedorCocina2 recamaras2 bañosNO TIENE ESTACIONAMIENTOVigilancia 24/7Anímate a conocerloAgenda tu citaADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,81,5006474,61808.32099,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Roma Sursn,"Nocnok ID: MX21-LS5210. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisEl departamento consta63m2 habitables10m2 balcón73m2 totalesCuenta conSalacomedorCocina2 recamaras2 bañosNO TIENE ESTACIONAMIENTOVigilancia 24/7Anímate a conocerloAgenda tu citaFOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,73,4440632,60830.57534,Calle Quintana Roo,Colonia Roma Sur,6760
"Roma Sursn, Roma Sur, Cuauhtémoc, Distrito Federal",Roma Sursn,"Nocnok ID: MX21-LS5226. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas deTiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisEl departamento consta61m2 habitables10m2 balcón71m2 totalesCuenta conSalacomedorCocina2 recamaras2 bañosNO TIENE ESTACIONAMIENTOVigilancia 24/7Anímate a conocerloAgenda tu citaFOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,71,4271474,60161.60563,Calle Quintana Roo,Colonia Roma Sur,6760
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LX6306. Vivir en esta maravillosa ciudad no tiene que ser estresante, por eso nuestro objetivo es tu calidad de vida.Con una ubicación sin igual, localizado en uno de los barrios con mayor tradición de la Ciudad de México Roma Sur.Se encuentra cerca de las vialidades más importantes de la ciudad cultura, comercio y gastronomía enmarcan el proyecto.8 departamentos, seguridad 24 horas.Te acompañamos a dar el paso de vivir donde te mereces.Cercas de Tiendas de AutoservicioBancoEscuelaGasolineraHospitalIglesiaMetroRestauranteComercioMetroBusEcobicisCon ocho departamentos que van desde los 64m hasta los 90m, todos ellos con espacios privados.El conjunto se desarrolla en una esquina con amplias terrazas y luminoso patio interior. En planta baja 2 comercios de 58.82 m2 y 24.39 m2El departamento consta de71m2 habitables10m2 balcón81m2 totalesPRECIO DE VENTA 5,006,474Consta de sala, comedor, cocina completa,2 recamaras, 2 baños, balcón.NO TIENE ESTACIONAMIENTOUn lugar increíble para vivirAgenda tu citaFOTOS ILUSTRATIVAS.LOS PRECIOS Y DISPONIBILIDAD ESTÁN SUJETAS A CAMBIOS SIN PREVIO AVISO.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,2,71,5006474,70513.71831,Calle Quintana Roo,Colonia Roma Sur,6760
